Year-Month,Category,Subcategory,State,Region,Year,Month_Number,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit
2021-04,Athletic Footwear,Women's,Vermont,Northeast,6063,12,106.0,244,9084,44.0,1.25,3492.0
2021-04,Athletic Footwear,Women's,Virginia,Southeast,6063,12,119.0,349,14653,48.93,1.24,5563.11
2021-04,Athletic Footwear,Women's,West Virginia,Northeast,4042,8,49.99999999999999,222,5549,22.997714285714288,0.92,2360.6000000000004
2021-04,Athletic Footwear,Women's,Wisconsin,Midwest,4042,8,29.999999999999996,97,1454,10.645999999999999,0.71,472.5
2021-04,Athletic Footwear,Women's,Wyoming,West,4042,8,68.0,544,18802,27.759999999999998,0.82,7051.94
2021-04,Street Footwear,Men's,Alaska,West,4042,8,109.0,656,35949,44.09,0.81,13360.29
2021-04,Street Footwear,Men's,Arizona,West,6063,12,138.0,805,38240,54.3,1.18,14218.0
2021-04,Street Footwear,Men's,Arkansas,South,6063,12,67.0,978,22878,30.97,1.3900000000000001,9905.28
2021-04,Street Footwear,Men's,California,West,24252,48,478.0,5476,230346,219.17000000000002,5.5200000000000005,99074.2
2021-04,Street Footwear,Men's,Connecticut,Northeast,6063,12,104.0,805,29740,46.88,1.36,12696.4
2021-04,Street Footwear,Men's,Delaware,Northeast,4042,8,76.0,656,25716,32.0,0.85,9708.0
2021-04,Street Footwear,Men's,Florida,Southeast,6063,12,174.0,859,52343,62.459999999999994,1.08,17211.84
2021-04,Street Footwear,Men's,Georgia,Southeast,6063,12,132.0,846,39263,58.86,1.34,16606.79
2021-04,Street Footwear,Men's,Hawaii,West,4042,8,119.0,630,37670,36.239999999999995,0.61,10261.2
2021-04,Street Footwear,Men's,Idaho,West,6063,12,54.0,1060,19930,22.23,1.24,7645.85
2021-04,Street Footwear,Men's,Indiana,Midwest,4042,8,48.00000000000001,625,15375,22.650000000000002,0.9500000000000001,6581.25
2021-04,Street Footwear,Men's,Iowa,Midwest,4042,8,40.0,599,11980,15.0,0.75,3966.0
2021-04,Street Footwear,Men's,Kansas,Midwest,4042,8,49.0,650,16100,19.549999999999997,0.7999999999999999,5995.0
2021-04,Street Footwear,Men's,Kentucky,Southeast,4042,8,86.0,594,26254,40.55,0.9500000000000001,11233.45
2021-04,Street Footwear,Men's,Louisiana,South,6063,12,136.0,835,39450,62.82,1.39,17044.8
2021-04,Street Footwear,Men's,Maryland,Northeast,4042,8,68.0,553,19099,30.830000000000002,0.91,8104.24
2021-04,Street Footwear,Men's,Massachusetts,Northeast,6063,12,106.0,716,26618,38.339999999999996,1.0799999999999998,8777.46
2021-04,Street Footwear,Men's,Michigan,Midwest,4042,8,67.0,906,31167,36.7,1.1,16162.7
2021-04,Street Footwear,Men's,Mississippi,South,6063,12,67.0,1067,24999,30.78,1.3800000000000001,10713.26
2021-04,Street Footwear,Men's,Missouri,Midwest,4042,8,68.0,719,24877,31.16,0.92,10521.04
2021-04,Street Footwear,Men's,New Hampshire,Northeast,6063,12,131.0,891,41063,59.300000000000004,1.35,17509.58
2021-04,Street Footwear,Men's,New Jersey,Northeast,4042,8,69.0,608,21147,29.25,0.85,8079.75
2021-04,Street Footwear,Men's,New Mexico,West,6063,12,147.0,869,44869,59.42,1.22,16963.1
2021-04,Street Footwear,Men's,New York,Northeast,4042,8,87.0,1073,47541,43.77,1.01,22539.21
2021-04,Street Footwear,Men's,North Carolina,Southeast,4042,8,57.0,1138,33351,26.580000000000002,0.9400000000000001,14334.54
2021-04,Street Footwear,Men's,North Dakota,Midwest,4042,8,58.0,563,16664,24.22,0.84,6275.36
2021-04,Street Footwear,Men's,Ohio,Midwest,4042,8,58.0,943,27854,27.400000000000002,0.9500000000000001,12057.2
2021-04,Street Footwear,Men's,Oklahoma,South,6063,12,69.0,861,20453,31.92,1.3900000000000001,8876.24
2021-04,Street Footwear,Men's,Oregon,West,6063,12,150.0,765,39753,59.87,1.2,14901.349999999999
2021-04,Street Footwear,Men's,Rhode Island,Northeast,6063,12,95.0,668,22123,39.69,1.26,8499.05
2021-04,Street Footwear,Men's,South Carolina,Southeast,4042,8,68.0,1258,43464,34.56,1.02,20679.48
2021-04,Street Footwear,Men's,South Dakota,Midwest,4042,8,78.0,563,22294,31.479999999999997,0.8099999999999999,8275.24
2021-04,Street Footwear,Men's,Tennessee,South,30315,60,504.0,6028,213305,249.24944827586205,7.329999999999999,99268.60999999999
2021-04,Street Footwear,Men's,Utah,West,6063,12,77.0,1000,27517,34.7,1.36,11728.3
2021-04,Street Footwear,Men's,Vermont,Northeast,6063,12,116.0,830,34282,58.81,1.53,16397.57
2021-04,Street Footwear,Men's,Virginia,Southeast,6063,12,145.0,746,38159,58.27,1.2,14305.61
2021-04,Street Footwear,Men's,West Virginia,Northeast,4042,8,57.0,693,20361,25.770000000000003,0.91,8569.11
2021-04,Street Footwear,Men's,Wisconsin,Midwest,4042,8,38.0,572,11196,13.379999999999999,0.71,3600.3599999999997
2021-04,Street Footwear,Men's,Wyoming,West,4042,8,79.0,1008,40112,44.18,1.12,21029.44
2021-04,Street Footwear,Women's,Alaska,West,4042,8,89.0,286,12809,28.85,0.65,3604.8500000000004
2021-04,Street Footwear,Women's,Arizona,West,6063,12,147.0,575,29516,59.79,1.22,11198.92
2021-04,Street Footwear,Women's,Arkansas,South,6063,12,40.0,471,6606,18.450000000000003,1.3900000000000001,2842.32
2021-04,Street Footwear,Women's,California,West,24252,48,531.0,4428,206293,245.13,5.54,88948.03
2021-04,Street Footwear,Women's,Connecticut,Northeast,6063,12,79.0,320,8904,28.669999999999998,1.0899999999999999,2959.12
2021-04,Street Footwear,Women's,Delaware,Northeast,4042,8,57.0,284,8343,26.85,0.9500000000000001,3576.15
2021-04,Street Footwear,Women's,Florida,Southeast,6063,12,185.0,652,42388,64.72,1.0499999999999998,13846.32
2021-04,Street Footwear,Women's,Georgia,Southeast,6063,12,141.0,582,29393,57.56999999999999,1.22,11073.91
2021-04,Street Footwear,Women's,Hawaii,West,4042,8,125.0,441,28210,39.05,0.63,7762.3
2021-04,Street Footwear,Women's,Idaho,West,6063,12,68.0,775,18264,27.059263157894733,1.19,6851.4
2021-04,Street Footwear,Women's,Indiana,Midwest,4042,8,29.0,252,3728,12.25,0.85,1414.0
2021-04,Street Footwear,Women's,Iowa,Midwest,4042,8,20.000000000000004,228,2280,7.3999999999999995,0.74,758.2
2021-04,Street Footwear,Women's,Kansas,Midwest,4042,8,29.0,260,3840,12.25,0.85,1470.0
2021-04,Street Footwear,Women's,Kentucky,Southeast,4042,8,78.0,224,8862,36.900000000000006,0.9500000000000001,3824.1000000000004
2021-04,Street Footwear,Women's,Louisiana,South,6063,12,147.0,600,30885,65.32,1.3299999999999998,13050.6
2021-04,Street Footwear,Women's,Maryland,Northeast,4042,8,49.00000000000001,158,3917,20.509999999999998,0.84,1481.83
2021-04,Street Footwear,Women's,Massachusetts,Northeast,6063,12,81.0,242,6811,24.47,0.9099999999999999,1888.97
2021-04,Street Footwear,Women's,Michigan,Midwest,4042,8,57.0,585,17145,20.34,0.72,5580.9
2021-04,Street Footwear,Women's,Mississippi,South,6063,12,40.0,600,8403,18.65,1.4000000000000001,3641.5
2021-04,Street Footwear,Women's,Missouri,Midwest,4042,8,38.00000000000001,358,6994,15.819999999999997,0.84,2657.0599999999995
2021-04,Street Footwear,Women's,New Hampshire,Northeast,6063,12,104.0,403,14854,37.56,1.08,4927.76
2021-04,Street Footwear,Women's,New Jersey,Northeast,4042,8,49.00000000000001,226,5599,22.0,0.9,2362.0
2021-04,Street Footwear,Women's,New Mexico,West,6063,12,159.0,656,36540,66.98,1.27,14177.2
2021-04,Street Footwear,Women's,New York,Northeast,4042,8,69.0,677,23543,20.990000000000002,0.61,6454.23
2021-04,Street Footwear,Women's,North Carolina,Southeast,4042,8,40.0,719,14380,19.0,0.9500000000000001,6184.0
2021-04,Street Footwear,Women's,North Dakota,Midwest,4042,8,39.0,191,3779,13.98,0.72,1227.18
2021-04,Street Footwear,Women's,Ohio,Midwest,4042,8,39.0,531,10514,18.07,0.93,4467.42
2021-04,Street Footwear,Women's,Oklahoma,South,6063,12,39.0,363,5027,18.02,1.3900000000000001,2176.56
2021-04,Street Footwear,Women's,Oregon,West,6063,12,162.0,524,29533,66.66999999999999,1.24,11265.779999999999
2021-04,Street Footwear,Women's,Rhode Island,Northeast,6063,12,65.0,205,4693,29.2,1.34,1994.96
2021-04,Street Footwear,Women's,South Carolina,Southeast,4042,8,49.0,857,21243,15.37,0.63,5878.59
2021-04,Street Footwear,Women's,South Dakota,Midwest,4042,8,59.0,195,5805,20.6,0.7,1872.0
2021-04,Street Footwear,Women's,Tennessee,South,30315,60,545.0,6174,241667,270.53866666666664,7.369999999999999,113476.81999999999
2021-04,Street Footwear,Women's,Utah,West,6063,12,39.00000000000001,530,7317,15.79,1.22,2776.07
2021-04,Street Footwear,Women's,Vermont,Northeast,6063,12,92.0,364,11805,38.75,1.27,4573.25
2021-04,Street Footwear,Women's,Virginia,Southeast,6063,12,158.0,524,29019,64.1,1.21,10928.43
2021-04,Street Footwear,Women's,West Virginia,Northeast,4042,8,39.0,318,6292,18.26,0.9400000000000001,2697.6800000000003
2021-04,Street Footwear,Women's,Wisconsin,Midwest,4042,8,19.000000000000004,191,1869,6.869999999999999,0.73,608.67
2021-04,Street Footwear,Women's,Wyoming,West,4042,8,58.0,645,19060,23.38,0.8099999999999999,7117.6
2021-05,Apparel,Men's,Alaska,West,4042,10,127.0,344,22153,39.81,0.63,6094.39
2021-05,Apparel,Men's,Arizona,West,6063,15,145.0,320,16376,50.28,1.04,5310.72
2021-05,Apparel,Men's,Arkansas,South,6063,15,119.0,521,21746,47.968923076923076,1.21,8181.579999999999
2021-05,Apparel,Men's,California,West,30315,75,804.0,5057,283835,489.84000000000003,9.16,164790.94
2021-05,Apparel,Men's,Connecticut,Northeast,6063,15,142.0,403,20320,51.4488,1.0899999999999999,6739.549999999999
2021-05,Apparel,Men's,Delaware,Northeast,4042,10,105.0,349,18824,37.498909090909095,0.72,6091.2
2021-05,Apparel,Men's,Florida,Southeast,6063,15,149.0,361,18766,38.13911111111111,0.77,4320.32
2021-05,Apparel,Men's,Georgia,Southeast,6063,15,144.0,355,18061,59.629999999999995,1.25,6887.37
2021-05,Apparel,Men's,Hawaii,West,4042,10,115.0,221,13030,24.400000000000002,0.43000000000000005,2283.4
2021-05,Apparel,Men's,Idaho,West,6063,15,131.0,640,29720,45.7,1.05,9684.0
2021-05,Apparel,Men's,Indiana,Midwest,4042,10,89.0,258,11551,33.2985,0.75,3848.0999999999995
2021-05,Apparel,Men's,Iowa,Midwest,4042,10,88.0,192,8555,50.44666666666667,1.15,4548.4
2021-05,Apparel,Men's,Kansas,Midwest,4042,10,88.0,281,12532,37.248444444444445,0.85,4747.4
2021-05,Apparel,Men's,Kentucky,Southeast,4042,10,96.0,192,9432,38.66,0.8099999999999999,3513.72
2021-05,Apparel,Men's,Louisiana,South,6063,15,108.0,367,13804,54.6,1.52,6613.32
2021-05,Apparel,Men's,Maryland,Northeast,4042,10,99.0,161,8013,35.5776,0.72,2615.58
2021-05,Apparel,Men's,Massachusetts,Northeast,6063,15,144.0,314,16039,43.66875,0.91,4430.95
2021-05,Apparel,Men's,Michigan,Midwest,4042,10,107.0,599,32572,49.55915789473684,0.9299999999999999,13867.039999999999
2021-05,Apparel,Men's,Mississippi,South,6063,15,120.0,648,27243,48.619125,1.22,10330.169999999998
2021-05,Apparel,Men's,Missouri,Midwest,4042,10,89.0,320,14329,36.868599999999994,0.83,5415.549999999999
2021-05,Apparel,Men's,Nebraska,Midwest,8084,20,174.0,316,14024,70.9344,1.64,5236.839999999999
2021-05,Apparel,Men's,New Hampshire,Northeast,6063,15,180.0,468,29094,64.49,1.0699999999999998,9558.9
2021-05,Apparel,Men's,New Jersey,Northeast,4042,10,97.0,293,14445,34.26866666666666,0.71,4685.0599999999995
2021-05,Apparel,Men's,New Mexico,West,6063,15,161.0,393,22150,57.269999999999996,1.0699999999999998,7257.3
2021-05,Apparel,Men's,New York,Northeast,4042,10,116.0,662,39172,48.44,0.84,14784.279999999999
2021-05,Apparel,Men's,North Carolina,Southeast,4042,10,96.0,750,36899,40.03941666666667,0.84,13880.65
2021-05,Apparel,Men's,North Dakota,Midwest,4042,10,96.0,156,7675,39.5772,0.83,2871.6299999999997
2021-05,Apparel,Men's,Ohio,Midwest,4042,10,99.0,576,28673,40.03922222222222,0.8099999999999999,10714.689999999999
2021-05,Apparel,Men's,Oklahoma,South,6063,15,121.0,405,17114,48.62859999999999,1.21,6470.799999999999
2021-05,Apparel,Men's,Oregon,West,6063,15,119.0,277,11592,55.06771428571429,1.3900000000000001,4983.96
2021-05,Apparel,Men's,Rhode Island,Northeast,6063,15,139.0,275,13163,49.39828571428572,1.07,4325.5
2021-05,Apparel,Men's,South Carolina,Southeast,4042,10,108.0,896,48887,45.7495,0.85,18668.65
2021-05,Apparel,Men's,South Dakota,Midwest,4042,10,106.0,163,8812,44.74719999999999,0.85,3374.8999999999996
2021-05,Apparel,Men's,Tennessee,South,24252,60,523.0,2690,125549,237.0483111111111,5.449999999999999,53648.229999999996
2021-05,Apparel,Men's,Utah,West,6063,15,108.0,465,17535,45.68,1.27,6758.7
2021-05,Apparel,Men's,Vermont,Northeast,6063,15,161.0,438,24646,65.71,1.23,9352.46
2021-05,Apparel,Men's,Virginia,Southeast,6063,15,123.0,278,11866,56.37771428571429,1.37,5103.320000000001
2021-05,Apparel,Men's,West Virginia,Northeast,4042,10,87.0,293,12980,40.678222222222225,0.9400000000000001,5591.84
2021-05,Apparel,Men's,Wisconsin,Midwest,4042,10,89.0,228,10206,49.33714285714286,1.1099999999999999,5359.52
2021-05,Apparel,Men's,Wyoming,West,4042,10,95.0,608,29735,33.9,0.72,9638.7
2021-05,Apparel,Women's,Alaska,West,4042,10,137.0,500,34700,48.47,0.71,11147.0
2021-05,Apparel,Women's,Arizona,West,6063,15,187.0,597,39094,55.91,0.8999999999999999,10726.3
2021-05,Apparel,Women's,Arkansas,South,6063,15,122.0,681,28793,57.70905882352942,1.4200000000000002,12584.75
2021-05,Apparel,Women's,California,West,30315,75,859.0,5460,330228,222.21,3.88,75786.54
2021-05,Apparel,Women's,Connecticut,Northeast,6063,15,156.0,616,33963,65.16999999999999,1.26,13124.509999999998
2021-05,Apparel,Women's,Delaware,Northeast,4042,10,114.0,504,29616,53.7,0.9500000000000001,12688.8
2021-05,Apparel,Women's,Florida,Southeast,6063,15,185.0,921,60145,92.92000000000002,1.5,28738.16
2021-05,Apparel,Women's,Georgia,Southeast,6063,15,187.0,644,42252,59.53,0.96,12109.32
2021-05,Apparel,Women's,Hawaii,West,4042,10,144.0,618,45492,67.95,0.9500000000000001,19676.85
2021-05,Apparel,Women's,Idaho,West,6063,15,120.0,1208,50826,67.11,1.6800000000000002,26999.28
2021-05,Apparel,Women's,Indiana,Midwest,4042,10,108.0,416,22697,49.55876923076923,0.92,9657.560000000001
2021-05,Apparel,Women's,Iowa,Midwest,4042,10,96.0,344,16923,43.91854545454546,0.92,7150.08
2021-05,Apparel,Women's,Kansas,Midwest,4042,10,87.0,419,18572,34.648923076923076,0.7999999999999999,6895.0
2021-05,Apparel,Women's,Kentucky,Southeast,4042,10,106.0,358,19358,48.01,0.91,8208.83
2021-05,Apparel,Women's,Louisiana,South,6063,15,170.0,920,55416,67.69999999999999,1.2,20790.3
2021-05,Apparel,Women's,Maryland,Northeast,4042,10,107.0,313,17025,37.818799999999996,0.71,5467.86
2021-05,Apparel,Women's,Massachusetts,Northeast,6063,15,158.0,517,28812,55.169999999999995,1.0499999999999998,9354.88
2021-05,Apparel,Women's,Michigan,Midwest,4042,10,115.0,725,42750,71.5,1.25,24750.0
2021-05,Apparel,Women's,Mississippi,South,6063,15,132.0,790,36829,74.679,1.7000000000000002,19650.7
2021-05,Apparel,Women's,Missouri,Midwest,4042,10,95.0,455,22224,51.998571428571424,1.1,11584.5
2021-05,Apparel,Women's,Nebraska,Midwest,4042,10,67.0,293,10051,37.019999999999996,1.1099999999999999,5264.86
2021-05,Apparel,Women's,New Hampshire,Northeast,6063,15,181.0,680,43665,72.33999999999999,1.2,16362.599999999999
2021-05,Apparel,Women's,New Jersey,Northeast,4042,10,106.0,452,24451,48.518857142857144,0.92,10404.64
2021-05,Apparel,Women's,New Mexico,West,6063,15,200.0,672,47202,61.9,0.9299999999999999,13207.08
2021-05,Apparel,Women's,New York,Northeast,4042,10,124.0,794,50596,69.67,1.13,26594.23
2021-05,Apparel,Women's,North Carolina,Southeast,4042,10,106.0,903,48852,59.11928571428571,1.12,25668.36
2021-05,Apparel,Women's,North Dakota,Midwest,4042,10,107.0,325,17649,48.5184,0.91,7488.6
2021-05,Apparel,Women's,Ohio,Midwest,4042,10,108.0,693,37828,61.41909090909091,1.1400000000000001,19975.06
2021-05,Apparel,Women's,Oklahoma,South,6063,15,120.0,564,23693,54.688857142857145,1.37,10162.52
2021-05,Apparel,Women's,Oregon,West,6063,15,160.0,856,47990,58.86,1.1099999999999999,16154.279999999999
2021-05,Apparel,Women's,Rhode Island,Northeast,6063,15,143.0,474,24059,65.39866666666667,1.37,10305.08
2021-05,Apparel,Women's,South Carolina,Southeast,4042,10,119.0,1000,59800,65.4,1.1,31080.0
2021-05,Apparel,Women's,South Dakota,Midwest,4042,10,118.0,318,18944,53.58,0.91,8011.4400000000005
2021-05,Apparel,Women's,Tennessee,South,24252,60,576.0,4063,210397,377.9200000000001,7.880000000000001,132181.26
2021-05,Apparel,Women's,Utah,West,6063,15,121.0,648,27375,69.33875,1.7200000000000002,14766.220000000001
2021-05,Apparel,Women's,Vermont,Northeast,6063,15,172.0,640,38840,78.82,1.38,16738.4
2021-05,Apparel,Women's,Virginia,Southeast,6063,15,160.0,845,47404,57.48,1.08,15697.36
2021-05,Apparel,Women's,West Virginia,Northeast,4042,10,107.0,445,24189,50.59885714285714,0.9500000000000001,10416.6
2021-05,Apparel,Women's,Wisconsin,Midwest,4042,10,97.0,390,19229,43.96866666666667,0.91,8156.900000000001
2021-05,Apparel,Women's,Wyoming,West,4042,10,107.0,756,41112,34.55,0.65,11494.8
2021-05,Athletic Footwear,Men's,Alaska,West,4042,10,116.0,347,20532,46.2,0.8,7589.4000000000015
2021-05,Athletic Footwear,Men's,Arizona,West,6063,15,144.0,604,30790,65.74000000000001,1.36,13237.98
2021-05,Athletic Footwear,Men's,Arkansas,South,6063,15,106.0,604,22542,44.76,1.27,8761.16
2021-05,Athletic Footwear,Men's,California,West,30315,75,738.0,6727,347244,226.03,4.6,96714.21
2021-05,Athletic Footwear,Men's,Connecticut,Northeast,6063,15,133.0,406,18909,60.84,1.37,8135.32
2021-05,Athletic Footwear,Men's,Delaware,Northeast,4042,10,97.0,344,16993,38.65,0.7999999999999999,6271.85
2021-05,Athletic Footwear,Men's,Florida,Southeast,6063,15,171.0,685,41377,53.13,0.93,11678.41
2021-05,Athletic Footwear,Men's,Georgia,Southeast,6063,15,143.0,644,32512,65.24000000000001,1.37,13923.52
2021-05,Athletic Footwear,Men's,Hawaii,West,4042,10,118.0,473,28184,31.14,0.53,6375.72
2021-05,Athletic Footwear,Men's,Idaho,West,6063,15,80.0,1168,32672,32.959999999999994,1.24,12474.679999999998
2021-05,Athletic Footwear,Men's,Indiana,Midwest,4042,10,77.0,323,12701,36.35,0.9500000000000001,5485.55
2021-05,Athletic Footwear,Men's,Iowa,Midwest,4042,10,77.0,288,11331,31.02,0.8099999999999999,4222.26
2021-05,Athletic Footwear,Men's,Kansas,Midwest,4042,10,79.0,352,14003,32.72,0.83,5291.44
2021-05,Athletic Footwear,Men's,Kentucky,Southeast,4042,10,87.0,293,12981,36.75,0.85,4971.75
2021-05,Athletic Footwear,Men's,Louisiana,South,6063,15,137.0,628,29820,62.03999999999999,1.3599999999999999,12696.8
2021-05,Athletic Footwear,Men's,Maryland,Northeast,4042,10,87.0,222,9849,35.07,0.8099999999999999,3664.29
2021-05,Athletic Footwear,Men's,Massachusetts,Northeast,6063,15,131.0,322,14850,47.449999999999996,1.0899999999999999,4923.66
2021-05,Athletic Footwear,Men's,Michigan,Midwest,4042,10,97.0,650,32050,45.849999999999994,0.95,13877.5
2021-05,Athletic Footwear,Men's,Mississippi,South,6063,15,105.0,721,26767,42.129999999999995,1.21,10088.349999999999
2021-05,Athletic Footwear,Men's,Missouri,Midwest,4042,10,69.0,413,14367,28.229999999999997,0.82,5387.49
2021-05,Athletic Footwear,Men's,Nebraska,Midwest,4042,10,68.0,163,5629,28.75,0.85,2158.25
2021-05,Athletic Footwear,Men's,New Hampshire,Northeast,6063,15,154.0,480,26418,70.36,1.37,11336.52
2021-05,Athletic Footwear,Men's,New Jersey,Northeast,4042,10,86.0,293,12913,36.25,0.85,4937.75
2021-05,Athletic Footwear,Men's,New Mexico,West,6063,15,164.0,672,38194,72.9,1.33,16110.900000000001
2021-05,Athletic Footwear,Men's,New York,Northeast,4042,10,108.0,736,40158,44.16,0.82,15079.26
2021-05,Athletic Footwear,Men's,North Carolina,Southeast,4042,10,87.0,832,36894,35.07,0.8099999999999999,13753.74
2021-05,Athletic Footwear,Men's,North Dakota,Midwest,4042,10,86.0,254,11214,31.54,0.74,3674.16
2021-05,Athletic Footwear,Men's,Ohio,Midwest,4042,10,89.0,635,28440,37.309999999999995,0.84,10785.599999999999
2021-05,Athletic Footwear,Men's,Oklahoma,South,6063,15,108.0,480,18090,42.57,1.18,6751.71
2021-05,Athletic Footwear,Men's,Oregon,West,6063,15,141.0,564,28424,56.65,1.21,10722.1
2021-05,Athletic Footwear,Men's,Rhode Island,Northeast,6063,15,120.0,282,11838,46.94,1.17,4391.12
2021-05,Athletic Footwear,Men's,South Carolina,Southeast,4042,10,95.0,938,45960,37.75,0.7999999999999999,16932.0
2021-05,Athletic Footwear,Men's,South Dakota,Midwest,4042,10,95.0,260,12700,35.25,0.75,4215.0
2021-05,Athletic Footwear,Men's,Tennessee,South,24252,60,405.0,3645,137073,195.26943749999998,5.77,64161.079999999994
2021-05,Athletic Footwear,Men's,Utah,West,6063,15,81.00000000000001,604,16995,33.95,1.26,6555.429999999999
2021-05,Athletic Footwear,Men's,Vermont,Northeast,6063,15,150.0,449,23299,75.9,1.52,11190.99
2021-05,Athletic Footwear,Men's,Virginia,Southeast,6063,15,146.0,553,28448,58.599999999999994,1.21,10708.6
2021-05,Athletic Footwear,Men's,West Virginia,Northeast,4042,10,77.0,387,15219,34.870000000000005,0.91,6441.6900000000005
2021-05,Athletic Footwear,Men's,Wisconsin,Midwest,4042,10,79.0,250,9950,33.11,0.84,3755.5
2021-05,Athletic Footwear,Men's,Wyoming,West,4042,10,86.0,677,29857,29.900000000000002,0.7,9580.3
2021-05,Athletic Footwear,Women's,Alaska,West,4042,10,106.0,313,16963,33.13,0.63,4658.4400000000005
2021-05,Athletic Footwear,Women's,Arizona,West,6063,15,138.0,483,23037,56.43,1.22,8796.99
