Invoice Date,Year,Month_Number,Month_Name,Region,State,City,Category,Subcategory,Product,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit,Year-Month
2021-02-21,2021,2,Feb,South,Mississippi,Jackson,Street Footwear,Women's,Women's Street Footwear,15.000000000000007,400,6000,6.0,0.4,2400.0,2021-02
2021-02-21,2021,2,Feb,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,20.0,250,5000,8.0,0.4,2000.0,2021-02
2021-02-21,2021,2,Feb,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,35.0,325,11375,12.249999999999998,0.35,3981.2499999999995,2021-02
2021-02-21,2021,2,Feb,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,20.0,425,8500,8.0,0.4,3400.0,2021-02
2021-03-19,2021,3,Mar,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,20.0,645,12900,8.0,0.4,5160.0,2021-03
2021-03-19,2021,3,Mar,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,20.0,325,6500,7.0,0.35,2275.0,2021-03
2021-03-19,2021,3,Mar,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,10.000000000000002,350,3500,4.0,0.4,1400.0,2021-03
2021-03-19,2021,3,Mar,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,19.999999999999996,200,3999,7.998000000000001,0.4,1599.6000000000001,2021-03
2021-03-19,2021,3,Mar,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,35.00000000000001,250,8750,12.25,0.35,3062.5,2021-03
2021-03-19,2021,3,Mar,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,25.0,350,8750,10.0,0.4,3500.0,2021-03
2021-04-20,2021,4,Apr,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,25.0,600,15000,10.0,0.4,6000.0,2021-04
2021-04-20,2021,4,Apr,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,25.0,300,7500,8.75,0.35,2625.0,2021-04
2021-04-20,2021,4,Apr,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,15.000000000000002,300,4500,6.0,0.4,1800.0,2021-04
2021-04-20,2021,4,Apr,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,19.999999999999996,225,4499,7.998222222222223,0.4,1799.6000000000001,2021-04
2021-04-20,2021,4,Apr,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,40.0,250,10000,14.0,0.35,3500.0,2021-04
2021-04-20,2021,4,Apr,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,30.000000000000004,400,12000,12.0,0.4,4800.0,2021-04
2021-05-19,2021,5,May,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,40.0,670,26800,16.0,0.4,10720.0,2021-05
2021-05-19,2021,5,May,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,40.0,375,15000,14.0,0.35,5250.0,2021-05
2021-05-19,2021,5,May,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,35.0,350,12250,14.0,0.4,4900.0,2021-05
2021-05-19,2021,5,May,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,35.0,300,10500,14.0,0.4,4200.0,2021-05
2021-05-19,2021,5,May,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,44.99999999999999,325,14624,15.748923076923075,0.35,5118.4,2021-05
2021-05-19,2021,5,May,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,44.99999999999999,425,19124,17.999058823529413,0.4,7649.6,2021-05
2021-06-21,2021,6,Jun,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,40.0,675,27000,16.0,0.4,10800.0,2021-06
2021-06-21,2021,6,Jun,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,35.0,425,14875,12.25,0.35,5206.25,2021-06
2021-06-21,2021,6,Jun,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,40.0,400,16000,16.0,0.4,6400.0,2021-06
2021-06-21,2021,6,Jun,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,40.0,375,15000,16.0,0.4,6000.0,2021-06
2021-06-21,2021,6,Jun,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,54.99999999999999,375,20624,19.249066666666664,0.35,7218.4,2021-06
2021-06-21,2021,6,Jun,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,60.0,550,33000,24.0,0.4,13200.0,2021-06
2021-07-19,2021,7,Jul,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,54.99999999999999,775,42624,21.999483870967744,0.4,17049.600000000002,2021-07
2021-07-19,2021,7,Jul,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,525,26250,17.5,0.35,9187.5,2021-07
2021-07-19,2021,7,Jul,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,45.0,450,20250,18.0,0.4,8100.0,2021-07
2021-07-19,2021,7,Jul,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,400,18000,18.0,0.4,7200.0,2021-07
2021-07-19,2021,7,Jul,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,60.0,425,25500,21.0,0.35,8925.0,2021-07
2021-07-19,2021,7,Jul,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,65.0,600,39000,26.0,0.4,15600.0,2021-07
2021-08-20,2021,8,Aug,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,60.0,750,45000,24.0,0.4,18000.0,2021-08
2021-08-20,2021,8,Aug,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,55.00000000000001,525,28875,19.25,0.35,10106.25,2021-08
2021-08-20,2021,8,Aug,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,50.0,450,22500,20.0,0.4,9000.0,2021-08
2021-08-20,2021,8,Aug,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,40.0,400,16000,16.0,0.4,6400.0,2021-08
2021-08-20,2021,8,Aug,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,50.0,375,18750,17.5,0.35,6562.5,2021-08
2021-08-20,2021,8,Aug,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,55.00000000000001,550,30250,22.0,0.4,12100.0,2021-08
2021-09-19,2021,9,Sep,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,50.0,650,32500,20.0,0.4,13000.0,2021-09
2021-09-19,2021,9,Sep,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,40.000000000000014,450,18000,14.0,0.35,6300.0,2021-09
2021-09-19,2021,9,Sep,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,15.000000000000007,350,5250,6.0,0.4,2100.0,2021-09
2021-09-19,2021,9,Sep,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,15.000000000000007,325,4875,6.0,0.4,1950.0,2021-09
2021-09-19,2021,9,Sep,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,25.000000000000007,325,8125,8.75,0.35,2843.75,2021-09
2021-09-19,2021,9,Sep,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,30.00000000000001,425,12750,12.0,0.4,5100.0,2021-09
2021-10-21,2021,10,Oct,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,30.00000000000001,600,18000,12.0,0.4,7200.0,2021-10
2021-10-21,2021,10,Oct,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,20.00000000000001,425,8500,7.0,0.35,2975.0,2021-10
2021-10-21,2021,10,Oct,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,20.00000000000001,300,6000,8.0,0.4,2400.0,2021-10
2021-10-21,2021,10,Oct,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,20.00000000000001,275,5500,8.0,0.4,2200.0,2021-10
2021-10-21,2021,10,Oct,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,30.00000000000001,275,8250,10.5,0.35,2887.5,2021-10
2021-10-21,2021,10,Oct,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,30.000000000000004,400,12000,12.0,0.4,4800.0,2021-10
2021-11-20,2021,11,Nov,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,25.00000000000001,550,13750,10.0,0.4,5500.0,2021-11
2021-11-20,2021,11,Nov,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,15.000000000000014,375,5625,5.249999999999999,0.35,1968.7499999999998,2021-11
2021-11-20,2021,11,Nov,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,25.000000000000018,320,8000,10.0,0.4,3200.0,2021-11
2021-11-20,2021,11,Nov,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,55.000000000000014,375,20625,22.0,0.4,8250.0,2021-11
2021-11-20,2021,11,Nov,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,75.00000000000001,350,26250,26.25,0.35,9187.5,2021-11
2021-11-20,2021,11,Nov,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,75.0,450,33750,30.0,0.4,13500.0,2021-11
2021-12-19,2021,12,Dec,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,70.0,700,49000,28.0,0.4,19600.0,2021-12
2021-12-19,2021,12,Dec,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,60.00000000000001,500,30000,21.0,0.35,10500.0,2021-12
2021-12-19,2021,12,Dec,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,60.00000000000001,450,27000,24.0,0.4,10800.0,2021-12
2021-12-19,2021,12,Dec,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,60.00000000000001,400,24000,24.0,0.4,9600.0,2021-12
2021-12-19,2021,12,Dec,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,70.0,400,28000,24.5,0.35,9800.0,2021-12
2021-12-19,2021,12,Dec,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,75.0,500,37500,30.0,0.4,15000.0,2021-12
2021-01-23,2021,1,Jan,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,25.000000000000007,575,14375,10.0,0.4,5750.0,2021-01
2021-01-23,2021,1,Jan,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,25.000000000000007,375,9375,8.75,0.35,3281.25,2021-01
2021-01-23,2021,1,Jan,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,15.000000000000007,375,5625,6.0,0.4,2250.0,2021-01
2021-01-23,2021,1,Jan,South,Arkansas,Little Rock,Athletic Footwear,Women's,Women's Athletic Footwear,20.0,225,4500,8.0,0.4,1800.0,2021-01
2021-01-23,2021,1,Jan,South,Arkansas,Little Rock,Apparel,Men's,Men's Apparel,35.0,275,9625,12.25,0.35,3368.75,2021-01
2021-01-23,2021,1,Jan,South,Arkansas,Little Rock,Apparel,Women's,Women's Apparel,25.000000000000007,375,9375,10.0,0.4,3750.0,2021-01
2021-02-21,2021,2,Feb,South,Arkansas,Little Rock,Street Footwear,Men's,Men's Street Footwear,25.000000000000007,625,15625,10.0,0.4,6250.0,2021-02
2021-02-21,2021,2,Feb,South,Arkansas,Little Rock,Athletic Footwear,Men's,Men's Athletic Footwear,25.000000000000007,275,6875,8.75,0.35,2406.25,2021-02
2021-02-21,2021,2,Feb,South,Arkansas,Little Rock,Street Footwear,Women's,Women's Street Footwear,15.000000000000007,325,4875,6.0,0.4,1950.0,2021-02
2021-02-21,2021,2,Feb,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,20.0,175,3500,8.0,0.4,1400.0,2021-02
2021-02-21,2021,2,Feb,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,35.0,250,8750,12.25,0.35,3062.5,2021-02
2021-02-21,2021,2,Feb,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,20.0,350,7000,8.0,0.4,2800.0,2021-02
2021-03-19,2021,3,Mar,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,20.0,570,11400,8.0,0.4,4560.0,2021-03
2021-03-19,2021,3,Mar,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,20.0,250,5000,7.0,0.35,1750.0,2021-03
2021-03-19,2021,3,Mar,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,10.000000000000002,275,2750,4.0,0.4,1100.0,2021-03
2021-03-19,2021,3,Mar,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,19.999999999999996,125,2499,7.9968,0.4,999.6,2021-03
2021-03-19,2021,3,Mar,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,35.00000000000001,175,6125,12.25,0.35,2143.75,2021-03
2021-03-19,2021,3,Mar,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,25.0,275,6875,10.0,0.4,2750.0,2021-03
2021-04-20,2021,4,Apr,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,25.0,525,13125,10.0,0.4,5250.0,2021-04
2021-04-20,2021,4,Apr,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,25.0,225,5625,8.749999999999998,0.35,1968.7499999999998,2021-04
2021-04-20,2021,4,Apr,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,15.000000000000002,225,3375,6.0,0.4,1350.0,2021-04
2021-04-20,2021,4,Apr,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,19.999999999999996,150,2999,7.9973333333333345,0.4,1199.6000000000001,2021-04
2021-04-20,2021,4,Apr,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,40.0,175,7000,14.0,0.35,2450.0,2021-04
2021-04-20,2021,4,Apr,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,30.000000000000004,325,9750,12.0,0.4,3900.0,2021-04
2021-05-19,2021,5,May,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,40.0,595,23800,16.0,0.4,9520.0,2021-05
2021-05-19,2021,5,May,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,40.0,300,12000,14.0,0.35,4200.0,2021-05
2021-05-19,2021,5,May,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,35.0,275,9625,14.0,0.4,3850.0,2021-05
2021-05-19,2021,5,May,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,35.0,225,7875,14.0,0.4,3150.0,2021-05
2021-05-19,2021,5,May,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,44.99999999999999,250,11249,15.748599999999998,0.35,3937.1499999999996,2021-05
2021-05-19,2021,5,May,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,44.99999999999999,350,15749,17.998857142857144,0.4,6299.6,2021-05
2021-06-21,2021,6,Jun,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,40.0,600,24000,16.0,0.4,9600.0,2021-06
2021-06-21,2021,6,Jun,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,35.0,350,12250,12.25,0.35,4287.5,2021-06
2021-06-21,2021,6,Jun,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,40.0,325,13000,16.0,0.4,5200.0,2021-06
2021-06-21,2021,6,Jun,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,40.0,300,12000,16.0,0.4,4800.0,2021-06
2021-06-21,2021,6,Jun,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,54.99999999999999,300,16499,19.248833333333334,0.35,5774.65,2021-06
2021-06-21,2021,6,Jun,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,60.0,475,28500,24.0,0.4,11400.0,2021-06
2021-07-19,2021,7,Jul,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,54.99999999999999,700,38499,21.99942857142857,0.4,15399.6,2021-07
2021-07-19,2021,7,Jul,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,450,22500,17.499999999999996,0.35,7874.999999999999,2021-07
2021-07-19,2021,7,Jul,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,45.0,375,16875,18.0,0.4,6750.0,2021-07
2021-07-19,2021,7,Jul,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,325,14625,18.0,0.4,5850.0,2021-07
2021-07-19,2021,7,Jul,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,60.0,350,21000,20.999999999999996,0.35,7349.999999999999,2021-07
2021-07-19,2021,7,Jul,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,65.0,525,34125,26.0,0.4,13650.0,2021-07
2021-08-20,2021,8,Aug,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,60.0,675,40500,24.0,0.4,16200.0,2021-08
2021-08-20,2021,8,Aug,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,55.00000000000001,450,24750,19.25,0.35,8662.5,2021-08
2021-08-20,2021,8,Aug,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,50.0,375,18750,20.0,0.4,7500.0,2021-08
2021-08-20,2021,8,Aug,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,40.0,325,13000,16.0,0.4,5200.0,2021-08
2021-08-20,2021,8,Aug,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,50.0,300,15000,17.5,0.35,5250.0,2021-08
2021-08-20,2021,8,Aug,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,55.00000000000001,475,26125,22.0,0.4,10450.0,2021-08
2021-09-19,2021,9,Sep,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,50.0,575,28750,20.0,0.4,11500.0,2021-09
2021-09-19,2021,9,Sep,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,40.000000000000014,375,15000,14.0,0.35,5250.0,2021-09
2021-09-19,2021,9,Sep,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,15.000000000000007,275,4125,6.0,0.4,1650.0,2021-09
2021-09-19,2021,9,Sep,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,15.000000000000007,250,3750,6.0,0.4,1500.0,2021-09
2021-09-19,2021,9,Sep,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,25.000000000000007,250,6250,8.75,0.35,2187.5,2021-09
2021-09-19,2021,9,Sep,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,30.00000000000001,350,10500,12.0,0.4,4200.0,2021-09
2021-10-21,2021,10,Oct,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,30.00000000000001,525,15750,12.0,0.4,6300.0,2021-10
2021-10-21,2021,10,Oct,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,20.00000000000001,350,7000,7.0,0.35,2450.0,2021-10
2021-10-21,2021,10,Oct,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,20.00000000000001,225,4500,8.0,0.4,1800.0,2021-10
2021-10-21,2021,10,Oct,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,20.00000000000001,200,4000,8.0,0.4,1600.0,2021-10
2021-10-21,2021,10,Oct,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,30.00000000000001,200,6000,10.5,0.35,2100.0,2021-10
2021-10-21,2021,10,Oct,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,30.000000000000004,325,9750,12.0,0.4,3900.0,2021-10
2021-11-20,2021,11,Nov,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,25.00000000000001,475,11875,10.0,0.4,4750.0,2021-11
2021-11-20,2021,11,Nov,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,15.000000000000014,300,4500,5.25,0.35,1575.0,2021-11
2021-11-20,2021,11,Nov,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,25.000000000000018,245,6125,10.0,0.4,2450.0,2021-11
2021-11-20,2021,11,Nov,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,55.000000000000014,300,16500,22.0,0.4,6600.0,2021-11
2021-11-20,2021,11,Nov,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,75.00000000000001,275,20625,26.249999999999996,0.35,7218.749999999999,2021-11
2021-11-20,2021,11,Nov,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,75.0,375,28125,30.0,0.4,11250.0,2021-11
2021-12-19,2021,12,Dec,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,70.0,625,43750,28.0,0.4,17500.0,2021-12
2021-12-19,2021,12,Dec,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,60.00000000000001,425,25500,21.0,0.35,8925.0,2021-12
2021-12-19,2021,12,Dec,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,60.00000000000001,375,22500,24.0,0.4,9000.0,2021-12
2021-12-19,2021,12,Dec,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,60.00000000000001,325,19500,24.0,0.4,7800.0,2021-12
2021-12-19,2021,12,Dec,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,70.0,325,22750,24.499999999999996,0.35,7962.499999999999,2021-12
2021-12-19,2021,12,Dec,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,75.0,425,31875,30.0,0.4,12750.0,2021-12
2021-01-16,2021,1,Jan,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,25.000000000000007,550,13750,8.75,0.35,4812.5,2021-01
2021-01-16,2021,1,Jan,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,25.000000000000007,350,8750,8.75,0.35,3062.5,2021-01
2021-01-16,2021,1,Jan,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,15.000000000000007,350,5250,5.249999999999999,0.35,1837.4999999999998,2021-01
2021-01-16,2021,1,Jan,South,Oklahoma,Oklahoma City,Athletic Footwear,Women's,Women's Athletic Footwear,20.0,200,4000,7.0,0.35,1400.0,2021-01
2021-01-16,2021,1,Jan,South,Oklahoma,Oklahoma City,Apparel,Men's,Men's Apparel,35.0,250,8750,12.25,0.35,3062.5,2021-01
2021-01-16,2021,1,Jan,South,Oklahoma,Oklahoma City,Apparel,Women's,Women's Apparel,25.000000000000007,350,8750,8.75,0.35,3062.5,2021-01
2021-02-14,2021,2,Feb,South,Oklahoma,Oklahoma City,Street Footwear,Men's,Men's Street Footwear,25.000000000000007,600,15000,8.75,0.35,5250.0,2021-02
2021-02-14,2021,2,Feb,South,Oklahoma,Oklahoma City,Athletic Footwear,Men's,Men's Athletic Footwear,25.000000000000007,250,6250,8.75,0.35,2187.5,2021-02
2021-02-14,2021,2,Feb,South,Oklahoma,Oklahoma City,Street Footwear,Women's,Women's Street Footwear,15.000000000000007,300,4500,5.25,0.35,1575.0,2021-02
2021-02-14,2021,2,Feb,Midwest,Kansas,Wichita,Athletic Footwear,Women's,Women's Athletic Footwear,20.0,150,3000,7.0,0.35,1050.0,2021-02
2021-02-14,2021,2,Feb,Midwest,Kansas,Wichita,Apparel,Men's,Men's Apparel,35.0,225,7875,12.25,0.35,2756.25,2021-02
2021-02-14,2021,2,Feb,Midwest,Kansas,Wichita,Apparel,Women's,Women's Apparel,20.0,325,6500,7.0,0.35,2275.0,2021-02
2021-03-12,2021,3,Mar,Midwest,Kansas,Wichita,Street Footwear,Men's,Men's Street Footwear,20.0,545,10900,6.999999999999999,0.35,3814.9999999999995,2021-03
2021-03-12,2021,3,Mar,Midwest,Kansas,Wichita,Athletic Footwear,Men's,Men's Athletic Footwear,20.0,225,4500,7.0,0.35,1575.0,2021-03
2021-03-12,2021,3,Mar,Midwest,Kansas,Wichita,Street Footwear,Women's,Women's Street Footwear,10.000000000000002,250,2500,3.5,0.35,875.0,2021-03
